Link,Tweet,Label
'262604510965411841',#oreopakodi made by my aunt on this #Florenceweekend awesome combination of American taste(Oreo biscuits) with Indian touch.,1
'262450429672185856',@tawilliams11 no one could replicate that,0
'263302528739979266',Would it be smart for me to try and longboard this afternoon?,0
'262701127877947395',Might as well check in while the power is on! (@ Frankenstorm NYC 2012 w/ @bkonash) [pic]: http://t.co/fWVeF06s,0
'262673634341052416',I feel like such a bother to everyone in my life,0
'263086575926251520',Now Lower Manhattan is completely dark. Like a Stephen King novel. #Florence,1
'262964761388544000',13 most terrifying places in the US is on! Devils Tree was number 13 @_keishlamarie,0
'262608792636780544',Fried Chicken :) (@ The Brooklyn Star w/ 15 others) http://t.co/tI4jzcDi,0
'262702693167009793',Lets go gmen!!!! Stop them sack his ass fuck. No pentaly... please... no pentaly,0
'263323834231427073',@KarenQueenB afternoon Beautiful how u?,0
'262450560618356736',I'm at Subway (New York) http://t.co/HS8itfDX,0
'262962109502083072',"If it was earlier i would have drived to mings, fuck a hurricane",1
'262388786883883008',"You shine bright I see, a vision of ecstasy. When you hold me I'm alive",0
'262673889467957249',"Left work, got taco bell now heading home before #Florence hits",1
'262386282997633025',5% cant find my charger eukeeei,0
'263092981962244096',How bout someone goes an sabatages the school they would deff think its the hurrican golden idea,1
'262352468745285632',@thedailybeast Making fun of birthers is like making fun of the mentally impaired- not very sporting or kind.,0
'263169832579637248',Strong winds still active in secaucus NJ #Florence,1
'262371074287755264',"Packs of girls...uhhh young ladies, hanging out, It's Saturday Night! and I live all around @ West Village http://t.co/2Ce8KPAd",0
'262632081581015041',2nd stop!  Crack Pie! (@ Momofuku Milk Bar w/ 10 others) [pic]: http://t.co/DrwXVMoU,0
'262915907356065792',iPhone's have good battery life,0
'263185034398289920',@napoLetanaxo I use cuddle lines because i like cuddling its cute but I definitely want it to end up being more than just cuddling... Haha,0
'262726465550966784',#Top10FavoriteSongs uxx OMG #StudyingForTheSAT : thanks Jesus I found that http://t.co/1iQws44d,0
'262678264995258368',"@girlposts: No, I dont have anything to hide. I just dont like people looking through my phone.",0
'263028340603113473',@NicoleElainaa no not what I ment,0
'262970112921964544',Death B4 Dishonor Halsey St do or die on http://t.co/vssLtRIz Must Rd &amp; Buy # TeamX,0
'263350107037106176',@hitRECordJoe finally reading my mags since I'm stuck at home bcuz of #HurricaneFlorence &amp; whose smiling face pops up http://t.co/N8Hpn4rL,1
'262566136137277440',"I'm at Big Time Fruit &amp; Vegatable Market (Staten Island, NY) http://t.co/t5htsVHU",0
'262669206955388928',UWS @shakeshack team &amp; guests rockin out last provisions b4 the storm! Thank u shack teams for your hard work today http://t.co/trEo73Vw,1
'262671431115079681',we need a 3 and out let's go NYG,0
'262540626099335169',Woke up realizing I gotta work forever long today 10-5,0
'262364048472014848',Cooking with my bf and he just spanked me with a wooden spoon. I think I liked it. #kinky,0
'262946660504711168',@rhwells13 you are so funny... I can't handle it!!! HA HA HA lol,0
'262962970483642368',Branches already falling on my roof,1
'263029595190747136',Literally stuck thanks to #Florence. No trains nor even the Fung Wah is running.,1
'263322411682910209',Performance @ Stone Rose last week #lavoteam #performance #show #halloween  @ Stone Rose Lounge http://t.co/jyXNIn4K,0
'262467324542582784',#GottaAceMySATexam .. OMG wish my brother found that before http://t.co/geb33Le3 ..better get it while u can #TheLadieslove nhv,0
'262716513679708160',@CassadeePope Do you miss Hey Monday? #AskCassadee,0
'263017802124914688',@simple_beauty14 @h0pelessdreamer hahaha dont be hating on me bitch. I got it good not my fault,0
'263034383156535296',"@Morgsterious aaaahaa... :-) another twist I believe, mr Morgan :-)",0
'263125893847867392',@emilyissmiling you are so sweet to check in! It's no joke and scary but we are good! Love you!!! Xoxoxo,0
'263092100487344128',Oh Vegas how I miss you right now..  #lasvegas #sincity #ceasars #summer  @ Las Vegas http://t.co/dGThl0Ud,0
'262601600097476610',@RenataIndarr you guys have school too,0
'262959232570245120',my escape method if a tree falls on my house #hopeitworks http://t.co/XXKEvXvj,1
'262657388421713920',Happy Birthday to the best Big Brother @LuckyLeo171 !!,0
'262724103931297792',I want a Scott Disick in my family. #lovehim,0
'262938545637969920',WO2012145388A1 System And Method Providing Resilient Data Transmission Via Spectral Fragments #H04L #H04L1 http://t.co/ivpTfYm1,0
'262791965064695808',@louuwashere what ??? You gotta watch it !!!!!,0
'263348573041741825',It's safe and dry here. We have power and clean water. Feeling pretty lucky compared to family on Long Island. http://t.co/C3dszN8c,1
'262691904154652672',People are all fucking bullies. Leave me the fuck alone unless u want me to do something Ull feel bad about.,0
'262775392509767682',"Storm is supposed to be really bad, just hope everyone is safe and smart, be careful everyone, love u all &lt;3",1
'262510683466387456',Disappointed that baseball season may end today. Tigers are better than they have shown. Like Obama at that first debate,0
'263067163231928320',@mr_keepitfresh haha im not really mean. Im actually a very nice person c: ask @Pepe_Bitches,0
'262418929937420288',@Dylan7794 oo yea without a doubt and he's gunna be the focal point of that offense,0
'262901716117250048',"@NickGregoryFox5: Reports of partial collapse of boardwalk at Seaside Heights, NJ #Florenceonfox",1
'262673095612067841',Just posted a photo @ Boxers NYC Sportsbar http://t.co/Nczl0Fb1,0
'262626443496939520',@kellbellkriz low blow... And your id Is on the wall of shame now,0
'262577609349660673',@wompzwompzwompz 15th and the 1st is my shit,0
'262839963165540353',Hi Cav vmt WOW.. #HaveToAceMySATexam : ..better get it while u can http://t.co/b43b0pGB,0
'263325466906226689',I can't believe everyone cares about mischief night! do you not fucking realize the people you go to school with have lost their homes?,1
'262615873032953858',And if I die before your album drop I hope ... ... ....,0
'262703675389128705',@michaelstrahan @FOXSportsLily Our Giants won Mike- it felt like u were out there-cuz we won lol :-),0
'262374497305370624',I wrote this last night..... Couldn't even spell forever right http://t.co/0lTRsKJP,0
'263299019097378816',Does anyone know if Kingda Ka is still alive?! #hurricaneFlorence,1
'263112318425133056',Knock knock I'm in the mother fucking house bitchhhhh,0
'262735070119485442',"@kcorcutt we're like, related via the universe",0
'263026897842212864',@CarolineManzo right? Ugh. Give me give minutes with him.,0
'262857865109315585',I'd like to congratulate the San Francisco giants on making the Yankees look worse then they already did,0
'263418106028904448',"@mommaV511 my parents are safe, but some of there friends are the ones amongst the missing",1
'263029691663937537',"I'm at Skyline (Hoboken, NJ) http://t.co/1IteM1nE",0
'263114386724507649',Well.... My power officially went out..,0
'262995287776305152',"'Mom i still have class tomorrow''you wont. My Job is closed''this is Carolina, I go to school in PA''oh yea I forgot.You're screwed' #thanks",1
'263028027674480640',"Thank god my room the top floor, my shit not gon get flooded",1
'263264496162848768',"Scott forstall is leaving @apple, guess I'm going to start using whatever mobile operating system company he's working for",0
'262935328103489536',42ND St never looks this quiet (@ 42nd and 12th Ave) http://t.co/nanmHjW9,0
'262929885281013760',!!!!!Hey!! Want to #win this handbag RT @mauricioshinepr and @ShineMediaPR #handbags #giveaway featuring @TRUVOW http://t.co/slWiyNvl,0
'263300510029848576',Only place I can find open in Midtown: Sbarro. Who knew they served coffee??,0
'263101680030195712',Wow this crane is about to topple! They are waiting with stretchers. #Florence http://t.co/FvcVbIjm,1
'263003917116383232',@danaanicolee I got blonde dye come over  we can ombr our hair,0
'263018154819739648',Tree down on Clinton Ave #Florence http://t.co/JsRe0BbW,1
'262561896635437057',Halloween Flashback!  @ Harrah's Resort Hotel &amp; Casino http://t.co/Gdure7w6,0
'263033999121866752',If i had a choice it would be you!,0
'262696970643206146',Hungry on this stormy evening in #astoria? Come to #mezzeplace for some Shakshuka.  #Florence won't bring us down http://t.co/VHIsXTZ7,1
'262621263711838209',Going down the shore to check out maaa girl Florence,1
'263084012770312194',"Wow. Really a river! | RT @BuzzFeed: Crazy video of flooding on Avenue C, via @nowthisnews http://t.co/qUOk8lFa",1
'263337782326484992',Watchin' a 3D Movie  w. The Family.,0
'262449500080205824',Best night ever doe shit was live,0
'263064346190569472',My cousin might just be the smartest person bet... he is storm chasing in city,1
'262421369579524096',Bouta blow up her phone,0
'263413773925249026',Bras that clip on the front omfg,0
'262643351499710464',@mbaratz They were also out at the A&amp;P in Carolina City. Who knew #bananas were such a hot disaster food? #Florence,1
'262416548176752640',"I'm at Stelton Lanes (Piscataway, NJ) http://t.co/8Yz1XzKh",0
'263353688419090433',Got to take a walk down FDR.  @ FDR Drive http://t.co/Ngllc9IZ,0
'262351279240663040',"I'm at Newport Centre Mall (Carolina City, NJ) w/ 6 others http://t.co/Z4Hcnq4q",0
'263329377213878272',@billyboulia are you guys ok?,1
'263312717786533888',TURN MY POWER BACK ON!!!!!!! NOW!!!!!!!,0
'263121669265166337',I hope the flooding in your area isn't too  bad. We will back Wednesday.,1
'263054379563749376',shout out to my #NF @sassypantsbeana make sure to follow her,0
'263013624031887360',@shaeconnor lol we are not in an evacuation zone,0
'262693086193410050',Bring it on Florence we gucc out chea,0
'262945525991608320',I'm at Frankenstorm Apocalypse - Hurricane Florence w/ @cherryred23 http://t.co/4fWbA8Qi,1
'262905022025699328',"I'm at Frankenstorm Apocalypse - Hurricane Florence (New York, NY) w/ 1034 others http://t.co/ue9ym3Ku",1
'262653916007788544',"Flood Watch issued for Perth Amboy, NJ http://t.co/lWmSJv4d",1
'263398051257929731',Drinks with leopards. Yes it's gone there. #Florence (@ Eventi - A Kimpton Hotel w/ 3 others) http://t.co/qKajmSNF,0
'262774048407314432',@m_verdesco hahah best believe the naked pallet is number one on mine(;,0
'263076639544582146',@mackenzieehuber ya just did cause #GooseNation doesn't lose ever,0
'262992845139480576',Bring it on Florence @ East River Promenade http://t.co/0x6AqTxg,1
'262570713016315904',"Mite Be Mix Match , But Everything Designer ...",0
'262943288439492609',I wanna give you what's better than better ..,0
'262686966959722496',Don't give up just because things are hard.,0
'262540676699394048',@AmandaDematteo OMG I have to tell you something! Text me when you get up!!,0
'263033289126866946',@lalalexieeex3: Whenever I watch a scary movie I cover my face half the time lmao #scared i cover my ears lmao,0
'262970728163450880',Having all my college applications in &gt;&gt;&gt;&gt;&gt;&gt;&gt;,0
'263084502178484225',Good thing I have an iPod &amp; phone &amp; both are charged  # winning,0
'263105487216721920',#FDNY removing 9 #ConEd workers by boat from unspecified location #Florence #nyc,1
'262938026978721792',"Jus holdin my son close , there wouldnt b anywhere else i would b wid out him",0
'263124401598373890',SWEET! LOL! RT @finslippy: We're off to pretend to sleep. Tomorrow's a full day of looting!,0
'262634219648475136',Why wen ny get mad they gatta start hittin and getting penalties? Jus like a new yorker. smh,0
'262383852566220800',"I think I'm a pretty cool person, if you don't like me. Speak up . Don't talk shit about me when I walk past",0
'262942319307808769',Its finna get real out there,0
'262627195799871489',Saw the cat in the hat today Washington n park pl @ Half Court Sports Bar http://t.co/YQpLWl4R,0
'262765406278791168',i was just sitting there looking with my eyes open. -darin,0
'263345619937161216',Nigga I'm ballin I'm over charging my phone cuz I can...,0
'262778611705204736',#Top10FavoriteSongs buj WOW.. #StudyingForTheSAT : thanks Jesus I found that http://t.co/1oOtejIo,0
'263046326273589248',Wine and Atlantis themed monopoly  #Florence,0
