,Unnamed: 0,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
2137,2137,AEEONLINE,2017-09-07 10:15:37,4,8,Ahora Director Ejecutivo AEE habla en En Caliente con Carmen Jovet por Notiuno 630 am. CC1 pic.twitter.com/5dJtrfals0,Ahora Director Ejecutivo AEE habla en En Caliente con Carmen Jovet por Notiuno 630 am. CC1 ,False,905796701646188547,/AEEONLINE/status/905796701646188547,Now Executive Director AEE speaks in En Caliente with Carmen Jovet for Notiuno 630 am. CC1 pic.twitter.com/5dJtrfals0,2
932,932,AEEONLINE,2018-03-08 13:26:16,2,18,Compañeras comprometidas con PR que día a día hacen lo propio en sus respectivas áreas haciendo la diferencia. CC6 #JuntasPodemos pic.twitter.com/JndfBQxHC9,Compañeras comprometidas con PR que día a día hacen lo propio en sus respectivas áreas haciendo la diferencia. CC6 #JuntasPodemos ,False,971814370610204673,/AEEONLINE/status/971814370610204673,Companions committed to PR who do the same thing every day in their respective areas making the difference. CC6 #JuntasPodemos pic.twitter.com/JndfBQxHC9,2
1746,1746,AEEONLINE,2017-11-03 09:35:56,7,31,AEE reemplazará dos torres de transmisión en San Juan __PIPE__ __PIPE__  http://elvocero.com    CC1 http://www. elvocero.com/aee-reemplazar -dos-torres-de-transmisi-n-en-san-juan/article_f50e15e2-c08c-11e7-b294-4b52220f72b3.html   …,AEE reemplazará dos torres de transmisión en San Juan __PIPE__ __PIPE__      CC1  elvocero.com/aee-reemplazar -dos-torres-de-transmisi-n-en-san-juan/article_f50e15e2-c08c-11e7-b294-4b52220f72b3.html   …,False,926442824173801472,/AEEONLINE/status/926442824173801472,AEE will replace two transmission towers in San Juan __PIPE__ __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/aee-replace - two-towers-of-transmission-in-san-juan / article_f50e15e2-c08c-11e7-b294-4b52220f72b3.html ...,2
1724,1724,AEEONLINE,2018-03-19 09:54:50,1,6,"AHORA: El director ejecutivo AEE, Justo González, participa en la vista pública del Senado sobre la Ley de Transfomación Energética de Puerto Rico. CC1 pic.twitter.com/fUrmMqtW81","AHORA: El director ejecutivo AEE, Justo González, participa en la vista pública del Senado sobre la Ley de Transfomación Energética de Puerto Rico. CC1 ",False,975732330571714561,/AEEONLINE/status/975732330571714561,"NOW: The executive director AEE, Justo González, participates in the public hearing of the Senate on the Energy Transfomation Law of Puerto Rico. CC1 pic.twitter.com/fUrmMqtW81",2
953,953,AEEONLINE,2018-01-20 11:52:54,9,23,Compartimos las fotos de Giomar Roldán junto al #TeamAEE  y la compañía @PowerSecureInc  trabajaron en el restablecimiento del Bo Centro y Bo Rocha de Moca. CC6 pic.twitter.com/bELhpOSLzw,Compartimos las fotos de Giomar Roldán junto al #TeamAEE  y la compañía @PowerSecureInc  trabajaron en el restablecimiento del Bo Centro y Bo Rocha de Moca. CC6 ,False,954758646575108096,/AEEONLINE/status/954758646575108096,We share the photos of Giomar Roldan with #TeamAEE and the company @PowerSecureInc worked on the restoration of Bo Centro and Bo Rocha de Moca. CC6 pic.twitter.com/bELhpOSLzw,2
1728,1728,AEEONLINE,2017-12-27 06:14:43,18,95,AEE informa: Personal técnico reparó anoche aislador en Centro de Transmisión de Mayagüez y restableció el servicio eléctrico en los sectores que estaban energizados antes del evento en la zona oeste. CC1,AEE informa: Personal técnico reparó anoche aislador en Centro de Transmisión de Mayagüez y restableció el servicio eléctrico en los sectores que estaban energizados antes del evento en la zona oeste. CC1,False,945976229492076544,/AEEONLINE/status/945976229492076544,AEE informs: Technical staff repaired the insulator last night at the Mayagüez Transmission Center and restored the electric service in the sectors that were energized before the event in the western zone. CC1,2
1234,1234,AEEONLINE,2017-11-28 13:47:50,87,351,Nuestras brigadas trabajan arduamente para restablecer el servicio eléctrico en Barranquitas. ¡Seguimos! CC4 pic.twitter.com/qKZFbTE8iX,Nuestras brigadas trabajan arduamente para restablecer el servicio eléctrico en Barranquitas. ¡Seguimos! CC4 ,False,935581014633664512,/AEEONLINE/status/935581014633664512,Our brigades work hard to restore the electric service in Barranquitas. We continue! CC4 pic.twitter.com/qKZFbTE8iX,6
2203,2203,AEEONLINE,2017-09-03 06:54:50,0,0,El evento de Malibu Beach en Loíza ya está reportado y pendiente para atención de personal técnico a partir de las 7:30 am. CC1,El evento de Malibu Beach en Loíza ya está reportado y pendiente para atención de personal técnico a partir de las 7:30 am. CC1,False,904296622871457792,/AEEONLINE/status/904296622871457792,The Malibu Beach event in Loíza is already reported and pending for technical personnel attention from 7:30 am. CC1,2
132,132,AEEONLINE,2017-09-07 14:08:50,7,3,SECTORES SIN SERVICIO EN JAYUYA. CC6 pic.twitter.com/LLheK2LlaE,SECTORES SIN SERVICIO EN JAYUYA. CC6 ,False,905855395746508801,/AEEONLINE/status/905855395746508801,SECTORS WITHOUT SERVICE IN JAYUYA. CC6 pic.twitter.com/LLheK2LlaE,1
2047,2047,AEEONLINE,2018-01-23 15:36:09,13,64,Gracias al #TeamAEE  por los trabajos que continúan realizando. Compartimos la satisfacción de los residentes de La Colectora en San Juan al momento de energizar su área. Seguimos... CC6 pic.twitter.com/U3rmxUazl3,Gracias al #TeamAEE  por los trabajos que continúan realizando. Compartimos la satisfacción de los residentes de La Colectora en San Juan al momento de energizar su área. Seguimos... CC6 ,False,955901991439552518,/AEEONLINE/status/955901991439552518,Thanks to #TeamAEE for the work they continue to do. We share the satisfaction of the residents of La Colectora in San Juan at the time of energizing their area. We continue ... CC6 pic.twitter.com/U3rmxUazl3,2
1220,1220,AEEONLINE,2018-02-18 09:25:50,51,75,"AEE informa: El director de generación, William Ríos Mera, explicó que el plan de contingencia por economía se basa en apagar redundancias (reserva de energía) en algunas centrales, sin afectar el servicio a los clientes en el día de hoy. CC1 pic.twitter.com/L7C0aqsNOp","AEE informa: El director de generación, William Ríos Mera, explicó que el plan de contingencia por economía se basa en apagar redundancias (reserva de energía) en algunas centrales, sin afectar el servicio a los clientes en el día de hoy. CC1 ",False,965230882884866048,/AEEONLINE/status/965230882884866048,"AEE reports: The generation director, William Ríos Mera, explained that the contingency plan for economy is based on turning off redundancies (energy reserves) in some plants, without affecting the service to customers today. CC1 pic.twitter.com/L7C0aqsNOp",2
2840,2840,AEEONLINE,2017-10-04 09:50:46,53,66,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Carolina CC6 #AEEyacomenzamos   #PRSeLevanta pic.twitter.com/YkW5q4ciww,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Carolina CC6 #AEEyacomenzamos   #PRSeLevanta ,False,915574922092716033,/AEEONLINE/status/915574922092716033,WHAT THE AEE BRIGADES ARE DOING - Carolina Region CC6 #AEEyacomplete #PRSeLevanta pic.twitter.com/YkW5q4ciww,2
1027,1027,AEEONLINE,2017-11-22 09:13:48,34,117,"Ayer 21-11-17 logramos restablecer servicio en sectores* de varios municipios. Continuamos dando el todo para iluminar a PR. CC6 (*Existe posibilidad de “bolsillo”, además de intermitencias mientras se estabiliza el sistema.) pic.twitter.com/F0X0YFRRwQ","Ayer 21-11-17 logramos restablecer servicio en sectores* de varios municipios. Continuamos dando el todo para iluminar a PR. CC6 (*Existe posibilidad de “bolsillo”, además de intermitencias mientras se estabiliza el sistema.) ",False,933337722424643584,/AEEONLINE/status/933337722424643584,"Yesterday 21-11-17 we managed to restore service in sectors * of several municipalities. We continue giving everything to illuminate PR. CC6 (* There is possibility of ""pocket"", in addition to intermittences while the system stabilizes.) Pic.twitter.com/F0X0YFRRwQ",2
941,941,AEEONLINE,2017-11-24 20:17:38,105,394,AEE informa que ya comenzó a energizar Humacao con la turbina de Yabucoa: Urbanización Parque de Candelero con servicio eléctrico. Seguimos! CC1 pic.twitter.com/Tz95i1DhNK,AEE informa que ya comenzó a energizar Humacao con la turbina de Yabucoa: Urbanización Parque de Candelero con servicio eléctrico. Seguimos! CC1 ,False,934229559830044672,/AEEONLINE/status/934229559830044672,AEE informs that it has already started to energize Humacao with the turbine of Yabucoa: Parque de Candelero Urbanization with electric service. We continue! CC1 pic.twitter.com/Tz95i1DhNK,2
693,693,AEEONLINE,2018-02-08 10:26:31,11,24,"Comerciales AEE disponibles: Fajardo, Canóvanas, Monacillo, Puerto Nuevo, Levittown, Vega Baja, Arecibo, Utuado, Aguadilla, San Sebastián, Mayagüez, Yauco, Ponce Sur, Santa Isabel, Guayama, Caguas Norte y Cayey. Oficinas Locales: Vieques, Lares, Cabo Rojo, Aibonito y Naranjito.","Comerciales AEE disponibles: Fajardo, Canóvanas, Monacillo, Puerto Nuevo, Levittown, Vega Baja, Arecibo, Utuado, Aguadilla, San Sebastián, Mayagüez, Yauco, Ponce Sur, Santa Isabel, Guayama, Caguas Norte y Cayey. Oficinas Locales: Vieques, Lares, Cabo Rojo, Aibonito y Naranjito.",False,961622278114107392,/AEEONLINE/status/961622278114107392,"Commercial EEA available: Fajardo, Canóvanas, Monacillo, Puerto Nuevo, Levittown, Vega Baja, Arecibo, Utuado, Aguadilla, San Sebastian, Mayagüez, Yauco, Ponce Sur, Santa Isabel, Guayama, Caguas Norte and Cayey. Local Offices: Vieques, Lares, Cabo Rojo, Aibonito and Naranjito.",2
437,437,AEEONLINE,2017-11-15 12:15:08,110,162,"Tras falla técnica, AEE restablece servicio en Centro Médico, represas La Plata y Carraízo, áreas de Hato Rey y Santurce, así como en sectores de Manatí y Bayamón. CC1 pic.twitter.com/jpa1qxe14Z","Tras falla técnica, AEE restablece servicio en Centro Médico, represas La Plata y Carraízo, áreas de Hato Rey y Santurce, así como en sectores de Manatí y Bayamón. CC1 ",False,930846641787146240,/AEEONLINE/status/930846641787146240,"After technical failure, AEE restores service in the Medical Center, La Plata and Carraízo dams, Hato Rey and Santurce areas, as well as in sectors of Manatí and Bayamón. CC1 pic.twitter.com/jpa1qxe14Z",2
1963,1963,AEEONLINE,2017-09-01 13:20:16,1,7,Llegó el tiempo de estar alerta. Sigue nuestros consejos. CC6  https://www2.aeepr.com/Ambiente/Hurac anes.asp   …  #AEEHuracanes pic.twitter.com/zgEaunRp9J,Llegó el tiempo de estar alerta. Sigue nuestros consejos. CC6   anes.asp   …  #AEEHuracanes ,False,903668843524104194,/AEEONLINE/status/903668843524104194,The time to be alert arrived. Follow our advice. CC6 https://www2.aeepr.com/Ambiente/Hurac anes.asp ... #AEEHuracanes pic.twitter.com/zgEaunRp9J,2
2337,2337,AEEONLINE,2018-03-29 15:03:52,2,7,Nuevo jefe de AEE hace un llamado a FEMA - CC1 https://goo.gl/8AetU8  ,Nuevo jefe de AEE hace un llamado a FEMA - CC1   ,False,979433978754035712,/AEEONLINE/status/979433978754035712,New head of AEE calls FEMA - CC1 https://goo.gl/8AetU8,2
2554,2554,AEEONLINE,2017-09-16 21:28:59,9,13,"AHORA - 16/917  ""Lo que estamos trabajando"" en la Región San Juan. (previamente publicado)  CC6 #AEEyacomenzamos  #AEEHuracanes pic.twitter.com/51e6DD3Ngq","AHORA - 16/917  ""Lo que estamos trabajando"" en la Región San Juan. (previamente publicado)  CC6 #AEEyacomenzamos  #AEEHuracanes ",False,909227651226914816,/AEEONLINE/status/909227651226914816,"NOW - 16/917 ""What we are working on"" in the San Juan Region. (previously published) CC6 #AEEyacomenzamos #AEEHuracanes pic.twitter.com/51e6DD3Ngq",2
69,69,AEEONLINE,2017-10-02 08:01:26,3,6,"Ricardo Ramos habla con Gloria Ruiz Quilan y Laura Quintero de El Nuevo Día y de El Vocero, sobre recuperación del sistema eléctrico. CC1 pic.twitter.com/E5OhN3lJQz","Ricardo Ramos habla con Gloria Ruiz Quilan y Laura Quintero de El Nuevo Día y de El Vocero, sobre recuperación del sistema eléctrico. CC1 ",False,914822632603885568,/AEEONLINE/status/914822632603885568,"Ricardo Ramos speaks with Gloria Ruiz Quilan and Laura Quintero of El Nuevo Día and El Vocero, about recovery of the electrical system. CC1 pic.twitter.com/E5OhN3lJQz",2
1265,1265,AEEONLINE,2017-09-20 00:09:05,35,25,"No hemos ""tumbado"" el sistema eléctrico, lo que están surgiendo son averías. CC6","No hemos ""tumbado"" el sistema eléctrico, lo que están surgiendo son averías. CC6",False,910355107644084226,/AEEONLINE/status/910355107644084226,"We have not ""knocked down"" the electrical system, what are emerging are breakdowns. CC6",2
2819,2819,AEEONLINE,2017-10-26 13:55:34,23,37,HOY - brigadas AEE - Región Caguas CC6 #PRSeLevanta pic.twitter.com/4g02Ns4Vgh,HOY - brigadas AEE - Región Caguas CC6 #PRSeLevanta ,False,923609060167036929,/AEEONLINE/status/923609060167036929,TODAY - AEE brigades - Caguas Region CC6 #PRSeLevanta pic.twitter.com/4g02Ns4Vgh,2
1570,1570,AEEONLINE,2018-02-28 20:55:39,4,17,28-2-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/BkodFTn1lN,28-2-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 ,False,969028358699999232,/AEEONLINE/status/969028358699999232,28-2-2018 - Sectors revived today (until 5:00 p.m.) .__ NEWLINE ____ NEWLINE__Let's go on ... CC6 pic.twitter.com/BkodFTn1lN,2
170,170,AEEONLINE,2017-09-06 09:35:51,0,0,Agradecemos nos provea su#de cuenta o nombre completo del dueño de la cuenta para ayudarle con su querella. CC5,Agradecemos nos provea su#de cuenta o nombre completo del dueño de la cuenta para ayudarle con su querella. CC5,False,905424307932758017,/AEEONLINE/status/905424307932758017,We appreciate you providing us with your account # or full name of the owner of the account to help you with your complaint. CC5,2
58,58,AEEONLINE,2018-02-27 09:59:38,15,22,"27-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/nJL4BQyth5","27-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,968500881749667840,/AEEONLINE/status/968500881749667840,"27-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/nJL4BQyth5",2
1089,1089,AEEONLINE,2017-11-19 20:43:11,1,8,"Mientras un equipo técnico trabaja reparando la estructura, hay otro equipo que trabaja las líneas de transmisión para luego poder energizar los hogares. CC6","Mientras un equipo técnico trabaja reparando la estructura, hay otro equipo que trabaja las líneas de transmisión para luego poder energizar los hogares. CC6",False,932424047371194368,/AEEONLINE/status/932424047371194368,"While a technical team works repairing the structure, there is another team that works the transmission lines to later be able to energize the homes. CC6",2
2758,2758,AEEONLINE,2018-02-18 08:51:48,13,50,"RESUMEN del 17-2-18 (pm) - Contamos con 4,678 trabajadores en las líneas de distribución y 850 en las de transmisión. La generación para la fecha 93.9%  y 83.09% (1,223,901) clientes con servicio. __NEWLINE____NEWLINE__Continuamos con los trabajos de reparación del sistema... #unsoloequipo  CC6","RESUMEN del 17-2-18 (pm) - Contamos con 4,678 trabajadores en las líneas de distribución y 850 en las de transmisión. La generación para la fecha 93.9%  y 83.09% (1,223,901) clientes con servicio. __NEWLINE____NEWLINE__Continuamos con los trabajos de reparación del sistema... #unsoloequipo  CC6",False,965222320141996032,/AEEONLINE/status/965222320141996032,"SUMMARY of the 17-2-18 (pm) - We have 4,678 workers in the distribution lines and 850 in the transmission lines. The generation for the date 93.9% and 83.09% (1,223,901) customers with service. __NEWLINE____NEWLINE__We continue with the repair work of the system ... #unit equipment CC6",2
1401,1401,AEEONLINE,2017-09-07 10:07:05,0,0,"Saludos, hay sectores del municipio reportado. Envíe a prensa@aeepr.com nombre,dirección,teléfono y situación para crear querella. CC6","Saludos, hay sectores del municipio reportado. Envíe a prensa@aeepr.com nombre,dirección,teléfono y situación para crear querella. CC6",False,905794553864650752,/AEEONLINE/status/905794553864650752,"Greetings, there are sectors of the municipality reported. Send your name, address, telephone number and situation to prensa@aeepr.com to create a complaint. CC6",2
1414,1414,AEEONLINE,2017-12-23 04:29:01,11,29,CC1 pic.twitter.com/qFMqicm5ur,CC1 ,False,944500078047264768,/AEEONLINE/status/944500078047264768,CC1 pic.twitter.com/qFMqicm5ur,2
1834,1834,AEEONLINE,2017-09-10 19:03:40,0,3,Tan pronto tenga personal asignado esa área. CC6,Tan pronto tenga personal asignado esa área. CC6,False,907016753569562626,/AEEONLINE/status/907016753569562626,As soon as you have personnel assigned that area. CC6,2
147,147,AEEONLINE,2017-11-20 18:00:59,33,59,"Si posees un generador eléctrico en tu hogar,es importante seguir los procesos de seguridad.Antes de comenzar su uso,familiarízate con el manual del manufacturero.  Si optas por conectar el equipo al interruptor principal ""main braker"",tienes que conectar la varilla a tierra. CC6 pic.twitter.com/7u4VPKzgGD","Si posees un generador eléctrico en tu hogar,es importante seguir los procesos de seguridad.Antes de comenzar su uso,familiarízate con el manual del manufacturero.  Si optas por conectar el equipo al interruptor principal ""main braker"",tienes que conectar la varilla a tierra. CC6 ",False,932745616123486209,/AEEONLINE/status/932745616123486209,"If you have an electric generator in your home, it is important to follow the safety procedures. Before you start using it, familiarize yourself with the manufacturer's manual. If you choose to connect the equipment to the main switch ""main braker"", you have to connect the rod to ground. CC6 pic.twitter.com/7u4VPKzgGD",2
