Tweet,Code,Category,Date,Permalink
bingo! @DukeEnergy is clearly incompetent during this crisis @marcorubio @realDonaldTrump @FLGovScott https:// twitter.com/elocbob/status /909175006579609600 …,2,3,9/16/2017,https://twitter.com/SnakeIdol/status/909176599639183368
@DukeEnergy *Headline* man dies 7 days after hurricane Irma because Duke Energy won't respond.,2,3,9/16/2017,https://twitter.com/LiftedHybrid/status/909082427431243777
"I've seen repairs for category 5 Hurricanes made MUCH faster than this. They didn't spend 3 days ""assessing"" damage before working either.",2,3,9/16/2017,https://twitter.com/codeslinger2/status/908911038661382145
. @insideFPL : we know where the outages are but in most cases we don't know the extent of damage until we lay eyes on it. @CBSMiami pic.twitter.com/FXu1oBd20r,2,4,9/16/2017,https://twitter.com/silvaharapetian/status/909157993555615744
@insideFPL hasn't even driven thru our neighborhood. We were w/o power 12-14-14 days in '04 & '05 hurricanes. FP&L lies about restoration % https:// twitter.com/HeraldTribune/ status/909075353322315777 …,2,4,9/16/2017,https://twitter.com/LiveFreeorDie3/status/909135197823696896
"7 days after storm,can u tell me,when will you cut the tree hanging on my power line and blocking my back door?",2,4,9/16/2017,https://twitter.com/skilo1557/status/909122653377695744
"Safely under ice cold ac and sending one truck out every hour. Idgaf about your safety. U charge me a shit ton, NOW GO GET ME POWER",2,4,9/16/2017,https://twitter.com/Julius77439076/status/909055665074790400
"#DukeEnergy , Please explain why/how homes w/ buried power lines are STILL WITHOUT power over one whole week. WE WANT TO KNOW.",2,4,9/16/2017,https://twitter.com/realBLOTUS/status/909251818689060864
Got electricity back after the hurricane but power goes off again for no reason yesterday night and still dont have it back on. @DukeEnergy,2,4,9/16/2017,https://twitter.com/PaulieWalle991/status/909222585568829440
"@MarcFi I'm sure you're aware but I'm being told some @DukeEnergy victims are seeing their ""dots"" disappear from the outage map, and when",2,4,9/16/2017,https://twitter.com/AuburnCCR/status/909156455705665536
"@DukeEnergy said power would be restored to our area by midnight tonight. Based on this damage, I can't see that happening. #AfterIrma pic.twitter.com/iV0AfkYtWz",2,4,9/16/2017,https://twitter.com/XanderRich/status/909111504057896960
So @DukeEnergy missed their self imposed deadline? I knew my power wouldn't be on last night,2,4,9/16/2017,https://twitter.com/AuttyW/status/909073054097186816
"@DukeEnergy what happened to the deadline of midnight last night, my power is still not on on 14th Way, Northeast in St. Petersburg",2,4,9/16/2017,https://twitter.com/RalphRnhd/status/909052457845772289
@DukeEnergy what sucks is we didn't lose power till after the storm. Is that why we are last to get fixed?,2,4,9/16/2017,https://twitter.com/maxcap60/status/909046998191439872
Still no power in my neighborhood 32725. Not seen anyone even surveying the damage. Are we still on for Sunday at midnight?????,2,4,9/16/2017,https://twitter.com/jezzra13/status/909044593538342914
@insideFPL there's no legitimate reason why brantley pines in fort myers does not have power yet. we've barely had any damage!,2,5,9/16/2017,https://twitter.com/shiningrandomly/status/909085785059717120
They are full of it! In crisis management you do the.small stuff 1rst & bring as many ppl online as possible & snowball into big rebuilds.,2,5,9/16/2017,https://twitter.com/K1er/status/908910194159169536
@DukeEnergy 300 seniors at Top of the World. No AC. Many are trapped as no elevators. How is that midnight deadline working?,2,5,9/16/2017,https://twitter.com/artistinthehood/status/909244099001282560
Seems like the crews down at #lakewoodestates are wrapping up the day. Guess new sunday #deadline ?,2,5,9/16/2017,https://twitter.com/hijodelande/status/909214103167799296
"That's the problem. This is an emergency and they're ""housed"" instead of working even the 5-9 they claim to work.",2,5,9/16/2017,https://twitter.com/UF7Gator/status/909206248284925953
They are telling people 5 days into the hurricane that they were the 1st to report an outage. Thier outage map online is not accurate.,2,5,9/16/2017,https://twitter.com/dbuckeyes2/status/909122830880690182
Amazing how they have time to take that drone footage as nothing gets done. @DukeEnergy people want power not footage. Save your gimmicks!,2,5,9/16/2017,https://twitter.com/ericksuarez1013/status/909116148079263744
It's the majaority of the neighborhood and the affected area you'd previously outlined on the map. Not one or two houses.,2,5,9/16/2017,https://twitter.com/FrickenWin/status/909090571444035584
@76_BC was not very confident in that midnight deadline last night... come up to gville and hang with us!!,2,5,9/16/2017,https://twitter.com/FrankiePesce/status/909038180892069888
Waiting for @DukeEnergy to restore Pinellas and Pasco Counties power by the deadline of 11:59am. pic.twitter.com/eYm71D1Uk2,2,8,9/16/2017,https://twitter.com/AmandaBCO/status/909264320667750400
@DukeEnergy Let's talk about why Duke Energy is putting all these residents in extreme danger. Not even the police can respond to calls! pic.twitter.com/Sh3oGoch86,2,8,9/16/2017,https://twitter.com/erinemack/status/909161725718552576
Will @DukeEnergy start maintenance now on utility easements to avoid tree damage in future?,2,8,9/16/2017,https://twitter.com/SusieWatkinsFLA/status/909142855737802752
Rick @Kriseman 'extremely disappointed' after @DukeEnergy fails to restore power to everyone by midnight Friday http:// saintpetersblog.com/rick-kriseman- says-hes-extremely-disappointed-duke-energy-fails-make-midnight-deadline/ …,2,8,9/16/2017,https://twitter.com/MitchEPerry/status/909060363634794497
. @StPeteFL mayor upset that @DukeEnergy missed its own Friday deadline to fully restore power. New deadline: End of Saturday. #irma https:// twitter.com/kriseman/statu s/908899506820931584 …,2,8,9/16/2017,https://twitter.com/WFLACorey/status/909044367045865472
@DukeEnergy get off your knees you're blowing the deadline.,2,5,9/17/2017,https://twitter.com/DickLaser/status/909501760053682181
This is a flat out lie. I watched your trucks high tail it out of affected areas yesterday at 6PM on the dot. Stop lying to people.,2,5,9/17/2017,https://twitter.com/RobbBlak/status/909451418225999872
"Since you guys love posting pics, can you post one of your crews working after sunset by flood lights? Because they are working 24hrs right?",2,5,9/17/2017,https://twitter.com/JimBailey01/status/909448537385127937
"Since you guys love posting pics, can you post one of your crews working after sunset by flood lights? Because they are working 24hrs right?",2,5,9/17/2017,https://twitter.com/JimBailey01/status/909414840552366081
@Kriseman @DukeEnergy this is how we were left. No one has been back. There are wires all over the place!! How can you meet a deadline pic.twitter.com/W1APUAfb5e,2,7,9/17/2017,https://twitter.com/heatherw1ll/status/909418720577167360
"20+ yrs w/ @insideFPL , 1st ""late"" statement. Reason? That's right, hurricane & no power for 6 days. Glad you had power back to mail these pic.twitter.com/ionHdYL2LH",2,8,9/17/2017,https://twitter.com/ITSM_Lisa/status/909548568595361798
"@DukeEnergy all you have to do is show up, clear the limb run a new line and boom you've met the deadline. 32725 atmore circle off Normandy pic.twitter.com/stjq8rvz9R",2,8,9/17/2017,https://twitter.com/HeyDominica/status/909539488682184705
Ok @DukeEnergy your deadlines have come and gone still looking at power line in the road. #DUKEENERGYIRMAFAILURE #falsehope #stopthelie pic.twitter.com/mXxd5XOqzZ,2,8,9/17/2017,https://twitter.com/202Skaters/status/909408212427919360
"Although neighbors have light, still in the dark here! What's @insideFPL going to do when a hurricane hits @CityofMiami directly? pic.twitter.com/xDDwV4q3pI",2,9,9/17/2017,https://twitter.com/miamicityman/status/909566801054486530
@insideFPL My blown fuse is in my backyard. 4 houses upstream have power...,2,9,9/17/2017,https://twitter.com/sam_paullin/status/909525694534778880
Where in S.Florida? Y should GIVE RELIEF to victims of #IRMA S. FL still no power in many areas! @insideFPL should compensate! WHAT PHOTOS?,2,9,9/17/2017,https://twitter.com/SURVIVOR_NO1/status/909486506263371776
"I can see the damaged powerline, plain as day. It's sunny outside, can you send someone to work on this very clear problem? Lee county",2,9,9/17/2017,https://twitter.com/poisonmariie/status/909486145217732610
Hey you just created a huge life safety issue. Power went out at our building and now no one can get out of the building.,2,9,9/17/2017,https://twitter.com/rizlack/status/909451519795310592
@DukeEnergy you've failed to meet your deadlines for getting power back on. You've failed to update your site maps etc. can you answer?,2,9,9/17/2017,https://twitter.com/KittyMercado86/status/909611424426676227
"What would've been nice was, I dunno, a single word from @DukeEnergy letting the over 1500 residents know this. ANYTHING would've been nice.",2,9,9/17/2017,https://twitter.com/XanderRich/status/909580095995727873
"By that time, the next hurricane will hit and we won’t get power this time and will have to wait until October 10th!!!!!!",2,9,9/17/2017,https://twitter.com/redhtflchick25/status/909518041045770240
@DukeEnergy the deadline is approaching. Still no updates. Get off your knees you're blowing the deadline. #DukeEnergy,2,9,9/17/2017,https://twitter.com/DickLaser/status/909506082464321543
"@DukeEnergy 32703 Wekiva Springs @436 strip malls have power but screw the residents, no repair crews in the neighborhoods all week!",2,9,9/17/2017,https://twitter.com/BasilHa37256146/status/909484052851372033
. @DukeEnergy So... what's the new deadline?,2,9,9/17/2017,https://twitter.com/DrRyeBourbonMD/status/909469746038476800
Why are power companies just like @DukeEnergy still using primitive technology to provide erratic power at massive $$ rates-let's sue em',2,9,9/17/2017,https://twitter.com/SuperJohnny123/status/909457484577992706
"If it's not, because I see where the damage is and it's easy and LITERALLY ON 17/2, y'all gonna hear from me...",2,9,9/17/2017,https://twitter.com/BlueLipsLuv3/status/909452098542161920
Good job 2 days late still have no power you know what happen to the real world people that don't meet there job deadline TERMINATED!!,2,9,9/17/2017,https://twitter.com/DeezNut59104333/status/909417293851045888
@DukeEnergy you have to get crews into Pinellas and restore our power 2 more days is just unacceptable for a low damage area,2,9,9/17/2017,https://twitter.com/STRATTrading/status/909416831743651840
"It blows my mind that it's taking this long. I lived in Polk county and had 3 hurricanes in 1 year, lost power but had it back in days x.x",2,9,9/17/2017,https://twitter.com/ProksHandled/status/909288367686340609
"I swear, @DukeEnergy probably has the worst customer service ever. Going on day 7 without power & haven't seen one truck ""assess"" any damage",2,9,9/17/2017,https://twitter.com/ripkait/status/909270706915028993
@DukeEnergy midnight still powerless. This is why you don't set deadlines that are not attainable. #DUKEENERGYIRMAFAILURE #falsehope,2,9,9/17/2017,https://twitter.com/202Skaters/status/909266306129637377
