Tweet,Manual Coding,Date,Permalink,,,
The  deadline is 4 hrs 15 min. Should I check out of hotel and go home then?,2,09/18/2017,https://twitter.com/Betterduck/status/909923642515042304,,,
Incredibly grateful for the KC Missouri residents allowing your guys to come help. 9 days without power!!!! Amen. #SmallMiracles,5,09/18/2017,https://twitter.com/JosephLocus/status/909923105090531328,,,
POWER ON 16:20hrs. Thank You. N.J. & Michigan Tree/Linesman left cuttings pilled high. Said contact FPL to remove & reepair damage. ADVISE.,6,09/18/2017,https://twitter.com/VARCA_Famiglia/status/909922679079276544,,,
Hey  I got no electricity day 10.  said deadline was today. So now I'm fucked.  is doing nothing. Help.,2,09/18/2017,https://twitter.com/Betterduck/status/909922387382108160,,,
#day10 of no lights in #CutlerBay FPL Outage not storm related! No trucks insight!,2,09/18/2017,https://twitter.com/AleiaElle/status/909922220042063872,,,
They're out there restoring power in places that are still flooded but not in places that are perfectly fine,8,09/18/2017,https://twitter.com/queendsd/status/909916479998611456,,,
8 days without power here. This was a major storm folks. Can't be too precise when estimating repairs with so many affected. 1,2,09/18/2017,https://twitter.com/rRichSarasota99/status/909916194341314560,,,
Martin Co. residents hosted potluck to say thanks to  lineman who restored power after #Irma . #TCOpinion  bit.ly/2ykbQvn,6,09/18/2017,https://twitter.com/TCPalm/status/909915066090315776,,,
Until someone get seriously injured... that's when the lawsuit comes into place.,3,09/18/2017,https://twitter.com/RiosLarry/status/909911245289029632,,,
"Same crap every storm. Last year,  focused on trying to deceive consumers with that solar initiative, instead of grid resiliency.",1,09/18/2017,https://twitter.com/Sharkonwheels/status/909909272397524993,,,
u keep changing restoration date w/o explanation. 38 condos affected & have no running water due to lack of power. Need answer.,2,09/18/2017,https://twitter.com/MagdaRamada/status/909909164780003328,,,
Can  &  please explain this BULLSHIT?!  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,1,09/18/2017,https://twitter.com/OfficialMsCombs/status/909907016235098112,,,
We have no power & hence no water. Building w 38 condos affected.  keeps changing restoration date  twitter.com/tomas_regalado /status/909829970624700416 …,2,09/18/2017,https://twitter.com/MagdaRamada/status/909906490198171650,,,
Omg  thanks for the third world experience! #irma #irmarecovery,1,09/18/2017,https://twitter.com/ninaonthemark/status/909905833798103040,,,
"stormie, you got power back?I hope Maria isnt following the same path as Irma all the way",5,09/18/2017,https://twitter.com/soapoperanurse3/status/909904473128095750,,,
#Relativity explains both the lack of toughness of the  customers and the pace of the recovery. Most of us just got a storm.,2,09/18/2017,https://twitter.com/BK_Claynes/status/909904330010120202,,,
Retweeted Stormie Sikb (  ): I'd like to know WHEN YOU WILL BEGIN TO START WORKING ON MY STREET!,2,09/18/2017,https://twitter.com/mahilena/status/909903294876839936,,,
Hey guys we have a damaged transform  sw2nd st that was been fixed on 9/16 but someone got hurt. no one came back to fix it,2,09/18/2017,https://twitter.com/markaramos089/status/909902860531445761,,,
Less than 6 hours for  deadline and I don't see any trucks or anybody digging.,2,09/18/2017,https://twitter.com/Betterduck/status/909902765685641217,,,
what happened to my electricity?? Had it lastnight and this morning and now we return home from work and it's gone!! #zip33024,4,09/18/2017,https://twitter.com/Jaime_Matus_24/status/909901545331920901,,,
Day 9 no power!!!! Neighbor had a heart attack. Haven't seen anyone even working in our neighborhood. It is grim in Fort Myers.,2,09/18/2017,https://twitter.com/lovelandToni/status/909900919734767616,,,
You can check (and track) flooded areas here:  floodmap.io /,5,09/18/2017,https://twitter.com/IrmaResponse/status/909898363566530560,,,
At this point I think hurricane Maria will hit us before FPL has restored everyone's power.,2,09/18/2017,https://twitter.com/ElmerAlvarado95/status/909898356859768832,,,
Thank you  - the power is back on in our Fort Lauderdale shelter. Sweet relief for our youth and babies.,6,09/18/2017,https://twitter.com/CovenantHouse/status/909896636075257861,,,
has 5 hours left to finish before their deadline. Hope the guys taking selfies in front of their truck doesn't hinder that,2,09/18/2017,https://twitter.com/dagreatest33/status/909892313224278017,,,
No power in  No trucks working  deadline day.,2,09/18/2017,https://twitter.com/Betterduck/status/909891139972583424,,,
Assuming You don't have power. My facts are exact. 2004 = 3 category 3 Hurricanes (back 2 back )=30 days in generator. This storm =7 days.,2,09/18/2017,https://twitter.com/Above_n_Beyond2/status/909886554918850563,,,
Can you send someone to restore services to the address below. We understand you are busy (this is easy fix) 3 accounts affected  twitter.com/gene_zamora/st atus/909778768146911232 …,4,09/18/2017,https://twitter.com/DANCE99FLA/status/909885161453637633,,,
Different section. The FPL site says there are only 10 houses affected by our problem. Follow me and I'll DM you my address.,4,09/18/2017,https://twitter.com/alangomez/status/909883261282930689,,,
.  Sacramento Call Center employees helping support  answering calls from #Florida residents still w/out power,6,09/18/2017,https://twitter.com/PGE_Brandi/status/909881425070977024,,,
" pública, 69% sin electricidad.  privada, 2/3 (67%) sin electricidad  washingtonpost.com/national/more- than-12-million-without-power-in-florida-as-hurricane-irmas-effects-linger/2017/09/11/bf398808-9728-11e7-82e4-f1076f6d6152_story.html?utm_term=.062456e71d91 …",0,09/18/2017,https://twitter.com/pintado_kg/status/909879227977256960,,,
told me via this app I had power day after #Irma . I corrected them. Estimated power up deadline has passed. Still waiting.,2,09/18/2017,https://twitter.com/jackstevison/status/909876398554320896,,,
"Nearly 3.5 million customers impacted by #HurricaneIrma have had their power restored, amazing work  !  dp-pro.com/2017/09/18/nea rly-3-5-million-customers-impacted-by-hurricane-irma-have-been-restored-so-far-number-of-customer-accounts-remaining-out-is-now-fewer-than-1-million-as-restoration-continues-around-the-clock/ … ",6,09/18/2017,https://twitter.com/Infraresources/status/909876188100915201,,,
No power in most of South Coconut Grove single-family house. Haven't seen a  truck in my street since the hurricane.,2,09/18/2017,https://twitter.com/n_heuland/status/909874485586743297,,,
9 days is the best you can do? Imagine if the east coast had gotten a real storm instead of 70mph winds. Ridiculous.,1,09/18/2017,https://twitter.com/noze_bastrd/status/909873701532897280,,,
missinU &team off afterstorm all esle very thankful 4 minimal damage dwn lots of help needs Keys those without a.c.  Ty,2,09/18/2017,https://twitter.com/krissymom2/status/909872321992773632,,,
Our IA and WI crews are still on job restoring power in neighborhoods for grateful Florida residents in wake of Irma. #IrmaRelief,7,09/18/2017,https://twitter.com/AlliantEnergyIA/status/909867235816148992,,,
Our IA and WI crews are still on job restoring power in neighborhoods for grateful Florida residents in wake of Irma. #IrmaRelief,7,09/18/2017,https://twitter.com/AlliantEnergyWI/status/909867234926956545,,,
*  customer service reps in Sacramento are answering calls for  to better assist Floridians affected by Hurricane Irma.,8,09/18/2017,https://twitter.com/RadioJoe1530/status/909865258814103552,,,
#Irma responders. Still Concerned about #safety at #FieldbrookEstates #Boca #FPL Tix#2492 Pls help,8,09/18/2017,https://twitter.com/sjgstone/status/909861896614023168,,,
Palmetto Bay residents just told by lineman that they won't make the  deadline if Tuesday night for restoring power.,2,09/18/2017,https://twitter.com/HammarOlivia/status/909860664004562945,,,
How about TICE fort Myers?? Very little damage here yet no power,2,09/18/2017,https://twitter.com/mahilena/status/909856103835557888,,,
Friends in Palmetto Bay just told by  that they won't make the Tuesday night deadline. May take a couple more days.,2,09/18/2017,https://twitter.com/HammarOlivia/status/909855692168802304,,,
Retweeted Michelle (  ): Day 8 with no power cause of #hurricaneirma  Please help me!!! My...  fb.me/42qeofV16,2,09/18/2017,https://twitter.com/mahilena/status/909854467402559489,,,
"Somehow I don't think the poor folks who DIED in nursing homes while awaiting FPL to get to their grid, don't appreciate your outrage",1,09/18/2017,https://twitter.com/dsmart/status/909854252402708480,,,
Retweeted Robert Fortner (  ):  Got no patience for you FPL. Nothing but trop storm winds...  fb.me/C13ZBehf,1,09/18/2017,https://twitter.com/mahilena/status/909854138044866560,,,
progress here in lee is slow. Over a million ppl In Miami affected and they're down to 14k. 21st for Power is terrible.,2,09/18/2017,https://twitter.com/Nickmurphy_8904/status/909853584073936896,,,
"...about 6 hours after tropical storm Irma passed (for Miami Dade County, anyway) & neither  or  were ready #Ridiculous  twitter.com/defede/status/ 909487243366105088 …",2,09/18/2017,https://twitter.com/AmandiOnAir/status/909852586907455488,,,
why no power and no trucks in TICE fort Myers even when there is not damage to the poles or transformers in neighborhood,2,09/18/2017,https://twitter.com/mahilena/status/909851372903903243,,,
Day 9 of no power at our house from #hurricaneirma . I can see the tree laying on our power line and the repair guys drove away!,2,09/18/2017,https://twitter.com/wellsjmelissa/status/909851278221684736,,,
" please provide insight as to how choose areas to restore. Everyone around has power. I see no damage, yet taking forever",2,09/18/2017,https://twitter.com/therealdeadball/status/909847132181549056,,,
"Thank you to  and other utilities. While Irma did so much damage, it is being restored in record time.  ow.ly/k1SG30ffiT2",6,09/18/2017,https://twitter.com/MitchBlackburn/status/909845665093685249,,,
My area is very accessible and hasnt been affected by tornadoes or flooding that would prevent power from being restored after 9 days,2,09/18/2017,https://twitter.com/paulewalle/status/909843940920217600,,,
There's still flooding in the Naples area Thank you  for your hard work!!!,6,09/18/2017,https://twitter.com/CGuiselle/status/909841883555405825,,,
Thanks for brightening up our day! We're happy to help  get the power back on for customers impacted by #Irma .,7,09/18/2017,https://twitter.com/PSEGdelivers/status/909841325859667968,,,
Our crews continue restoring power for storm-weary Floridians. #Irma restoration work for  now neighborhood by neighborhood.,7,09/18/2017,https://twitter.com/EntergyLA/status/909839453010702338,,,
how are yall allowing the power to go off and on when the hurricane was a week ago,2,09/18/2017,https://twitter.com/arianacuIture/status/909839167982534661,,,
Thank you to the men and women of  who are quickly repairing the damaged areas from #HurricaneIrma .,6,09/18/2017,https://twitter.com/CrowdCtrlStore/status/909837694100017152,,,
where's my power? Your deadline is 24 hours from now. Your on the clock. Rockdale SW 148st. West of US1.. Haven't see one truck.,2,09/18/2017,https://twitter.com/PigFloydBBQ/status/909836898482483201,,,
horrible experience #hurricaneirma2017aftermath  twitter.com/wsvn/status/90 9828748635197440 …,1,09/18/2017,https://twitter.com/goldstocktrades/status/909834958205747200,,,
"Fixing lines & working on electricity at Pickwick.  #'s as of 12pm: 18,200 accounts affected, 16,320 restored, & 1,880 still out. ",8,09/18/2017,https://twitter.com/CityNMB/status/909825280889556992,,,
