content,Code #,category,ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Subcode,,unk,directed,hashtag,geocode,source,,,
If not bluffing... huge concern no matter who's our President ...,,0,,0.7040150969,58137,TonyMenendez21,,9/2/17,9/2/2017 0:00,7:11:00 PM,0,1,,,,,,,9.04E+017,https://twitter.com/TonyMenendez21/status/904119495773577216,,,
I can only pray they made it!,,0,,0.306770625,53072,Shibumi_Master,,9/13/17,9/13/2017 0:00,6:22:00 PM,1,1,,,,,,,9.08E+017,https://twitter.com/Shibumi_Master/status/908093462943330307,,,
Because supporting ignorance is a Florida institution.,,0,,0.2758175834,5051,Amused_Asshole,,9/24/17,9/24/2017 0:00,2:36:00 PM,0,1,,,,,,,9.12E+017,https://twitter.com/Amused_Asshole/status/912023051872735237,,,
Palmetto Police Department is holding a press conference at 1 pm regarding the police involved shooting. @mysuncoast pic.twitter.com/ZZ6Q77OvwT,,0,,0.9514078086,29657,JessDoudrick,,9/25/17,9/25/2017 0:00,12:30:00 PM,0,0,,,,,@mysuncoast,,9.12E+017,https://twitter.com/JessDoudrick/status/912353610239037440,,,
â€ â€ â€ âƒ£ https://www. youtube.com/watch?v=jZr7tv CcSP8 â€¦,,0,,0.4231308991,45927,OwnerCEOofFFI,,9/23/17,9/23/2017 0:00,8:57:00 AM,0,0,,,,,,,9.12E+017,https://twitter.com/OwnerCEOofFFI/status/911575262101417985,,,
"He was signing @realDonaldTrump tweets, so it only seemed like gibberish...",,0,,0.6331463834,31488,JoyseaCrew,,9/15/17,9/15/2017 0:00,9:18:00 AM,0,3,,,,,@realDonaldTrump,,9.09E+017,https://twitter.com/JoyseaCrew/status/908681412462727169,,,
Can't wait for raptor season leo! #WeTheNorth,,0,,0.3180570498,61354,weav_15,,9/15/17,9/15/2017 0:00,1:28:00 PM,0,1,,,,,,#WeTheNorth,9.09E+017,https://twitter.com/weav_15/status/908744280784506881,,,
Please check our website!,,0,,0.706165939,38996,MaxineBentzel,,9/6/17,9/6/2017 0:00,3:13:00 PM,0,0,,,,,,,9.06E+017,https://twitter.com/MaxineBentzel/status/905509329851338756,,,
@10NewsWTSP Why did it take him so long?,,0,,0.3366965831,14724,CochraneGord,,9/26/17,9/26/2017 0:00,11:36:00 AM,0,0,,,,,@10NewsWTSP,,9.13E+017,https://twitter.com/CochraneGord/status/912702545839230981,,,
The millionaire privileged elitist athletes who play the fewest games of any professional sport must be too tired to stand. Whew.,,0,,0.5452794579,18183,dogzmum,,9/24/17,9/24/2017 0:00,10:13:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/dogzmum/status/912138049647235072,,,
"Women dominate journalism schools, but newsrooms are still a different story https://www. poynter.org/news/women-dom inate-journalism-schools-newsrooms-are-still-different-story â€¦",,0,,0.9842944333,66565,WUFTNews,,9/20/17,9/20/2017 0:00,1:36:00 PM,3,2,,,,,,,9.11E+017,https://twitter.com/WUFTNews/status/910558407899443209,,,
having a lull right now by PBI,,0,,0.9535003222,46029,palmbeachpink,,9/9/17,9/9/2017 0:00,8:37:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/palmbeachpink/status/906678075580182529,,,
Rocket man is gonna get a nuke rocket up his a$$!!!,,0,,0.5522661113,50479,RubenBl94368998,,9/24/17,9/24/2017 0:00,2:58:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/RubenBl94368998/status/912028464030601216,,,
It was perfect. They played a perfect-ly awful game.,,0,,0.3557431794,50186,RonPolland,,9/24/17,9/24/2017 0:00,4:07:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/RonPolland/status/912045799487475715,,,
I don't find it funny! . @tawalker pic.twitter.com/uLsx8ClEhy,,0,,0.1211835611,55121,StromvotedProud,,9/9/17,9/9/2017 0:00,8:46:00 AM,0,0,,,,,@tawalker,,9.06E+017,https://twitter.com/StromvotedProud/status/906498985950568448,,,
She will probably throw the racist card now.,,0,,0.8682498426,5564,angela_tribble,,9/1/17,9/1/2017 0:00,11:29:00 AM,0,0,,,,,,,9.04E+017,https://twitter.com/angela_tribble/status/903641063595925504,,,
Wow,,0,,0.8873516615,18043,DJSAMMYJAMMY,,9/10/17,9/10/2017 0:00,1:49:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/DJSAMMYJAMMY/status/906937763064401920,,,
pic.twitter.com/K0HaJayWFo,,0,,0.2655834723,31258,Jose_AllDay,,9/9/17,9/9/2017 0:00,10:39:00 PM,0,3,,,,,,,9.07E+017,https://twitter.com/Jose_AllDay/status/906708634465439745,,,
No respect for them,,0,,0.9351512874,10792,CassidysBakery,,9/25/17,9/25/2017 0:00,4:32:00 PM,0,2,,,,,,,9.12E+017,https://twitter.com/CassidysBakery/status/912414568500088832,,,
"World Championship rower doesn't show up for practice, deputies looking for her http://www. mysuncoast.com/news/world-cha mpionship-rower-doesn-t-show-up-for-practice-deputies/article_1b8df0b6-a495-11e7-8352-93fab3f4b3c6.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share â€¦ via @mysuncoast",,0,,0.2791375141,13791,chrispilz,,9/29/17,9/29/2017 0:00,8:26:00 AM,0,0,,,,,@mysuncoast,,9.14E+017,https://twitter.com/chrispilz/status/913741871603748865,,,
Ty Ann!,,0,,0.7103569512,47384,pinkdubeck,,9/9/17,9/9/2017 0:00,9:23:00 AM,0,0,,,,,,,9.07E+017,https://twitter.com/pinkdubeck/status/906508456852692992,,,
Recovering addict reacts to Scott plan http:// on.wtsp.com/2fy514A pic.twitter.com/SqGjXJC25W,,0,,0.8812247879,606,10NewsWTSP,,9/26/17,9/26/2017 0:00,7:35:00 PM,0,1,,,,,,,9.13E+017,https://twitter.com/10NewsWTSP/status/912822868316180486,,,
"Woman groped while walking on Seminole County Trail, deputie say http:// dlvr.it/Pl9ryQ pic.twitter.com/BHnzjkHlPI",,0,,0.4479250799,44245,news6wkmg,,9/6/17,9/6/2017 0:00,10:03:00 AM,0,2,,,,,,,9.05E+017,https://twitter.com/news6wkmg/status/905431173949558784,,,
The girl was airlifted to a hospital and treated for second-degree burns all over her head and body. STORY: https:// buff.ly/2hpLcwV pic.twitter.com/FZDPtut162,,0,,0.9014489638,42237,mysuncoast,,9/25/17,9/25/2017 0:00,8:47:00 AM,0,0,,,,,,,9.12E+017,https://twitter.com/mysuncoast/status/912297390614499333,,,
Threatens,,0,,0.4115880497,54258,st77eve,,9/19/17,9/19/2017 0:00,11:53:00 PM,0,0,,,,,,,9.1E+017,https://twitter.com/st77eve/status/910351175748341760,,,
#BREAKING Trump will phase out program that has protected young children brought into country illegally. http:// bit.ly/2gCb3Oi,,0,,0.6812176996,12851,CBS12,,9/5/17,9/5/2017 0:00,11:25:00 AM,1,0,,,,,,#BREAKING,9.05E+017,https://twitter.com/CBS12/status/905089445841567745,,,
"@WPLGLocal10 there is a boat on Lincoln St, Hollywood pic.twitter.com/kWYgaqlcFI",,0,,0.7801338339,35005,leeann_3hunna,,9/10/17,9/10/2017 0:00,10:31:00 PM,0,0,,,,,@WPLGLocal10,,9.07E+017,https://twitter.com/leeann_3hunna/status/907069138870444032,,,
NFL allows there slaves 2 play there harmonicas before the season 4 picking them crops is over. Same song and dance different day and age,,0,,0.3815199697,37766,mapsuzi,,9/24/17,9/24/2017 0:00,10:31:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/mapsuzi/status/912142533609877505,,,
"nice one, m8 - lol!",,0,,0.4020888526,20817,EthnicAssets,,9/10/17,9/10/2017 0:00,3:45:00 PM,0,3,,,,,,,9.07E+017,https://twitter.com/EthnicAssets/status/906966976303640577,,,
Yes,,0,,0.0086451724,58202,topspinbabe,,9/10/17,9/10/2017 0:00,1:49:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/topspinbabe/status/906937734899671040,,,
"They're so orderly, that's adorable.",,0,,0.5983195035,52978,shefails2follow,,9/10/17,9/10/2017 0:00,4:53:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/shefails2follow/status/906983982109265920,,,
"It's the United States of AMERICA, not the United States of multi cultures. We stand for the flag and everything it reps or we leave the US!",,0,,0.8294937965,9038,BostonGirlTinaG,,9/24/17,9/24/2017 0:00,10:50:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/BostonGirlTinaG/status/912147286712610818,,,
Does the administration of the hotel knows? Maybe there is a way to remove the glass and put it back in place again.,,0,,0.9115585396,29197,JedGeorge,,9/10/17,9/10/2017 0:00,2:16:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/JedGeorge/status/906944512571969536,,,
4-year-old bitten by shark at Bathtub Beach recovering at home http:// bit.ly/2fyo9we pic.twitter.com/BOW5Oi3i1Q,,0,,0.5772577562,64504,WPTV,,9/19/17,9/19/2017 0:00,11:42:00 PM,2,5,,,,,,,9.1E+017,https://twitter.com/WPTV/status/910348390197813248,,,
Y'all silly but that's funny,,0,,0.5158994224,17527,Derrick83788165,,9/10/17,9/10/2017 0:00,1:03:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/Derrick83788165/status/906926070217265152,,,
OH SHIT!,,0,,0.6311160972,25361,GrnEyeBuzzard,,9/9/17,9/9/2017 0:00,10:21:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/GrnEyeBuzzard/status/906704033901109248,,,
St. Lucie County mourns the loss of Captain Scavuzzo https:// cbs12.com/story/st-lucie -county-mourns-the-loss-of-captain-scavuzzo â€¦ . @CBS12,,0,,0.0408020042,4531,AlPefley,,9/16/17,9/16/2017 0:00,10:41:00 PM,0,0,,,,,@CBS12,,9.09E+017,https://twitter.com/AlPefley/status/909245883648180230,,,
Palm trees in the breeze. Nice sunset ahead at 7:15 PM #Miami @wsvn #FLwx pic.twitter.com/WZahqRZVuY,,0,,0.7317604691,7475,bcameron7,,9/24/17,9/24/2017 0:00,6:48:00 PM,2,13,,,,,@wsvn,#Miami #FLwx,9.12E+017,https://twitter.com/bcameron7/status/912086349834047490,,,
@markmoha16,,0,,0.5848297513,24876,goj0sh,,9/9/17,9/9/2017 0:00,2:36:00 AM,0,1,,,,,@markmoha16,,9.06E+017,https://twitter.com/goj0sh/status/906406007668187136,,,
Unbelievable.,,0,,0.9405991634,20825,Eulimnadia,,9/10/17,9/10/2017 0:00,12:41:00 AM,0,0,,,,,,,9.07E+017,https://twitter.com/Eulimnadia/status/906739317111873536,,,
It is what it is. They are WHO they are. It's what they do. Opportunistic Assholes.,,0,,0.3987092642,10119,cablizzard147,,9/10/17,9/10/2017 0:00,11:45:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/cablizzard147/status/907087621330841601,,,
@WUFTNews,,0,,0.0612733658,32758,KaylaZiadie,,9/9/17,9/9/2017 0:00,4:37:00 PM,0,0,,,,,@WUFTNews,,9.07E+017,https://twitter.com/KaylaZiadie/status/906617702927790082,,,
charge the owner,,0,,0.3904842297,29247,jeffkeister,,9/21/17,9/21/2017 0:00,10:03:00 AM,0,5,,,,,,,9.11E+017,https://twitter.com/jeffkeister/status/910867043699879937,,,
Happy Memorial day @ShireenSandoval & to everyone @wsvn,,0,,0.4016528761,53822,somedudeinmiami,,9/4/17,9/4/2017 0:00,6:59:00 PM,0,0,,,,,@ShireenSandoval @wsvn,,9.05E+017,https://twitter.com/somedudeinmiami/status/904841444933996544,,,
#BreakingTrafficNews NB Turnpike shut down at Kanner Hwy overpass. #MartinCounty SB is slow. @CBS12 @TrafficJamSam12 pic.twitter.com/aJ44YFRaZv,,0,,0.2147986403,55513,SuzanneBoyd,,9/28/17,9/28/2017 0:00,6:40:00 AM,0,0,,,,,@CBS12 @TrafficJamSam12,#BreakingTrafficNews #MartinCounty,9.13E+017,https://twitter.com/SuzanneBoyd/status/913352663231795200,,,
https://www. vox.com/policy-and-pol itics/2017/9/6/16254908/mike-pence-donald-trump-comey-russia-obstruction-justice â€¦,,0,,0.9911421411,21436,FJL_Nightbreed,,9/10/17,9/10/2017 0:00,1:45:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/FJL_Nightbreed/status/906936784566722560,,,
And your surname fits so wonderfully it's the german shorting for cat,,0,,0.8594932064,40681,MIMI_A1067931,,9/10/17,9/10/2017 0:00,8:06:00 PM,1,3,,,,,,,9.07E+017,https://twitter.com/MIMI_A1067931/status/907032584273764352,,,
The Dutch hand-counted their voter ballots! https://www. nytimes.com/2017/02/01/wor ld/europe/netherlands-hacking-concerns-hand-count-ballots.html â€¦ @tedlieu @wsvn @RepTedDeutch @SunSentinel,,0,,0.8628192376,53769,SoFlGreenNews,,9/27/17,9/27/2017 0:00,7:08:00 AM,0,0,,,,,@tedlieu @wsvn @RepTedDeutch @SunSentinel,,9.13E+017,https://twitter.com/SoFlGreenNews/status/912997402570829824,,,
Smart move.,,0,,0.9133207583,49462,RickPhi3141,,9/9/17,9/9/2017 0:00,10:18:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/RickPhi3141/status/906703292889276416,,,
Well done A+ !,,0,,0.3356140192,13320,Charles21722237,,9/10/17,9/10/2017 0:00,1:28:00 PM,0,1,,,,,,,9.07E+017,https://twitter.com/Charles21722237/status/906932408641101824,,,
"all I can think is... people have the job of slicing up the fatberg""... @WPTV @CStewartWPTV @MikeTrimWPTV @StephanieWPTV @WxLadyFelicia https:// twitter.com/ap_oddities/st atus/912709056581836801 â€¦""",,0,,0.8801559973,6299,AshleighWalters,,9/27/17,9/27/2017 0:00,6:19:00 AM,0,1,,,,,@WPTV @CStewartWPTV @MikeTrimWPTV @StephanieWPTV @WxLadyFelicia,,9.13E+017,https://twitter.com/AshleighWalters/status/912985034717585408,,,
#BREAKING : Shark bites surfer at Lake Worth beach http:// bit.ly/2fiRyKp pic.twitter.com/YorRq49byt,,0,,0.427534874,64388,WPTV,,9/24/17,9/24/2017 0:00,6:27:00 PM,16,12,,,,,,#BREAKING,9.12E+017,https://twitter.com/WPTV/status/912081074012004353,,,
Breaking news - @AlannaWPTV found a big fire off Haverhill Rd & Dyer Blvd #RivieraBeach . Police navigating traffic at intersection @WPTV pic.twitter.com/3QOY5lR5Rj,,0,,0.4763854074,6522,AshleighWalters,,9/11/17,9/11/2017 0:00,10:20:00 AM,2,1,,,,,@AlannaWPTV @WPTV,#RivieraBeach,9.07E+017,https://twitter.com/AshleighWalters/status/907247519419310081,,,
"And/or the crane company needs the insurance money to purchase new/better crane. It's the ol' spilled coffee on my work laptop for new one""""",,0,,0.9324421685,67021,XDaneelOlivaw,,9/10/17,9/10/2017 0:00,10:47:00 AM,0,1,,,,,,,9.07E+017,https://twitter.com/XDaneelOlivaw/status/906891800652152832,,,
WATCH: Producer @FletcherWCTV and Sports Director @KeaneTheDream discuss Kevin's FSU grades from Saturday's game! http:// bit.ly/2wXQr9m,,0,,0.5875163577,60759,WCTV,,9/27/17,9/27/2017 0:00,3:46:00 PM,2,0,,,,,@FletcherWCTV @KeaneTheDream,,9.13E+017,https://twitter.com/WCTV/status/913127685324451840,,,
At 245pm on Sunday,,0,,0.1644475802,53684,snavarro92,,9/10/17,9/10/2017 0:00,2:47:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/snavarro92/status/906952355689766912,,,
Go spend some time with your Grandchildren.,,0,,0.5358385105,45047,NoonanEddy,,9/18/17,9/18/2017 0:00,9:20:00 PM,0,1,,,,,,,9.1E+017,https://twitter.com/NoonanEddy/status/909950235526488065,,,
That's what the Coast Guard said.,,0,,0.3883699568,5266,AndrewLofholm,,9/9/17,9/9/2017 0:00,4:49:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/AndrewLofholm/status/906620564693012485,,,
Let them inside !,,0,,0.466062943,33225,kerrywerrywoo71,,9/10/17,9/10/2017 0:00,3:38:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/kerrywerrywoo71/status/906965171075198978,,,
Near the corner of Riviera Dr. And Miller Rd.,,0,,0.6348944437,19648,ElUrbanista,,9/9/17,9/9/2017 0:00,1:34:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/ElUrbanista/status/906571613017174016,,,
@WPTV what about the guy on boat in fort Myers susskind interviewed did he make it?,,0,,0.1423083004,58540,tropicalpicks,,9/11/17,9/11/2017 0:00,10:28:00 AM,0,0,,,,,@WPTV,,9.07E+017,https://twitter.com/tropicalpicks/status/907249471423205376,,,
200 Gap and Banana Republic stores closing http://www. fox10tv.com/story/36303609 /200-gap-and-banana-republic-stores-closing â€¦,,0,,0.6799794515,22421,FOX10News,,9/6/17,9/6/2017 0:00,4:42:00 PM,1,3,,,,,,,9.06E+017,https://twitter.com/FOX10News/status/905531556063784960,,,
Love always wins.,,0,,0.9196405672,53601,Smith83K,,9/10/17,9/10/2017 0:00,11:06:00 PM,0,2,,,,,,,9.07E+017,https://twitter.com/Smith83K/status/907077976990343169,,,
"But Sucha, didn't the President say what he tweeted, verbatim?",,0,,0.7761740997,40524,MikeTrimWPTV,,9/29/17,9/29/2017 0:00,10:05:00 AM,0,0,,,,,,,9.14E+017,https://twitter.com/MikeTrimWPTV/status/913766760091930625,,,
JOSE Phil JOSE,,0,,0.2739064575,47003,phildevine1,,9/10/17,9/10/2017 0:00,8:03:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/phildevine1/status/907031710876831745,,,
If you're scared please don't be a cop,,0,,0.8813071455,3742,Al75433927,,9/26/17,9/26/2017 0:00,7:45:00 PM,0,1,,,,,,,9.13E+017,https://twitter.com/Al75433927/status/912825450367504384,,,
They fired someone for handing out wood he saves lives and they fired him. Don't forget they fired a guy for saving a child,,0,,0.4226659451,34024,kris10epic,,9/14/17,9/14/2017 0:00,8:43:00 AM,0,0,,,,,,,9.08E+017,https://twitter.com/kris10epic/status/908310210888060928,,,
"When Are They Going To Make Get Dark Curfew , And Arrest The Wimps Wearing Masks! All Legal And So Is Tear Gas When They Refuse The Policy!!",,0,,0.2729179987,34818,lawlerchuck1,,9/18/17,9/18/2017 0:00,8:29:00 PM,0,0,,,,,,,9.1E+017,https://twitter.com/lawlerchuck1/status/909937474754945024,,,
Dindu Nuffin,,0,,0.1069788378,53217,siftyboones,,9/11/17,9/11/2017 0:00,12:09:00 AM,0,0,,,,,,,9.07E+017,https://twitter.com/siftyboones/status/907093616115322880,,,
Can't buy them at a hardware store,,0,,0.2950448072,50408,rRichSarasota99,,9/15/17,9/15/2017 0:00,4:15:00 PM,0,1,,,,,,,9.09E+017,https://twitter.com/rRichSarasota99/status/908786439722340353,,,
"Antonio Sanchez held without bond for DUI, manslaughter for crash into alligator infested canal that killed one person. @WPTV @FOX29WFLX pic.twitter.com/lrjjiOo0ai",,0,,0.9562752668,54580,StephanieWPTV,,9/25/17,9/25/2017 0:00,11:05:00 AM,1,0,,,,,@WPTV @FOX29WFLX,,9.12E+017,https://twitter.com/StephanieWPTV/status/912332192499552262,,,
"I think it just looks so scary that it's not comforting to see, but you're right, they're designed to spin and be fine.",,0,,0.1898045421,61763,WillManso,,9/9/17,9/9/2017 0:00,3:57:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/WillManso/status/906607407886893056,,,
"Hola prima jeje .. long time no see , hope everything is well ..",,0,,0.7605645167,45750,Ortegamt,,9/22/17,9/22/2017 0:00,1:33:00 PM,0,0,,,,,,,9.11E+017,https://twitter.com/Ortegamt/status/911282296644186113,,,
"No, for the same reasons I haven't been watching all season. 1) Kaepernick still doesn't have a job, 2)NFL isn't doing enough to prevent CTE",,0,,0.4456732423,32944,KEBrightbill,,9/29/17,9/29/2017 0:00,5:19:00 AM,0,1,,,,,,,9.14E+017,https://twitter.com/KEBrightbill/status/913694771423711233,,,
Aircraft help Florida Keys fishermen find lost lobster traps http://www. wctv.tv/content/news/A ircraft-help-Florida-Keys-fishermen-find-lost-lobster-traps-447895453.html â€¦,,0,,0.6172962269,60797,WCTV,,9/26/17,9/26/2017 0:00,6:15:00 AM,1,3,,,,,,,9.13E+017,https://twitter.com/WCTV/status/912621626017091584,,,
Crash on I-95 SB approaching SR-836 #traffic pic.twitter.com/9N4xAGLTDa,,0,,0.0068202356,62463,WPLGLocal10,,9/20/17,9/20/2017 0:00,7:34:00 AM,2,1,,,,,,#traffic,9.1E+017,https://twitter.com/WPLGLocal10/status/910467245456842752,,,
GOTW @fsusathletics hosting #gadsdencougars for homecoming @tauheedahcrawford pregame https:// youtu.be/KV7y-V4Vy4k Game @wctv 2 sat 7:30,,0,,0.1949804308,27574,INSiiGHTS,,9/28/17,9/28/2017 0:00,9:08:00 PM,0,0,,,,,@fsusathletics @tauheedahcrawford @wctv,#gadsdencougars,9.14E+017,https://twitter.com/INSiiGHTS/status/913571072532008960,,,
Mommy bear looking out for child. Good stuff #WINNER,,0,,0.6897001557,56279,TampaWINNER,,9/5/17,9/5/2017 0:00,8:08:00 AM,0,0,,,,,,#WINNER,9.05E+017,https://twitter.com/TampaWINNER/status/905039995597193216,,,
That stop sign is me going crazy telling my boo thang. SToP why canâ€™t you STOP . You making me crazyyyy I wonâ€™t StOP,,0,,0.726128379,52700,Shakirraaaaa,,9/10/17,9/10/2017 0:00,6:37:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/Shakirraaaaa/status/907010103248920576,,,
The Florida Department of Law Enforcement has canceled an Amber Alert that was issued on Sept. 18.,,0,,0.94540301,64443,WPTV,,9/22/17,9/22/2017 0:00,4:52:00 AM,1,2,,,,,,,9.11E+017,https://twitter.com/WPTV/status/911151266566426624,,,
"@Fox29WFLX VA and NSGA are providing FREE bowling to to VETERANS and anyone 50 +. Thursday 22nd, Delray,11am and 2pm. Call 9548005861",,0,,0.2022324666,45165,NSGClinic,,9/22/16,9/22/2016 0:00,8:08:00 AM,0,0,,,,,@Fox29WFLX,,7.79E+017,https://twitter.com/NSGClinic/status/778928997883273216,,,
What a surprise,,0,,0.2949422488,54259,st77eve,,9/10/17,9/10/2017 0:00,9:53:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/st77eve/status/907059382449573888,,,
Tampa police officer loses battle with cancer http:// on.wtsp.com/2xNNqws pic.twitter.com/whOTefLpXR,,0,,0.8210866565,494,10NewsWTSP,,9/28/17,9/28/2017 0:00,6:11:00 PM,3,1,,,,,,,9.14E+017,https://twitter.com/10NewsWTSP/status/913526692265779205,,,
Owners approve sale of Marlins to Jeter group http:// bit.ly/2xKAYNL pic.twitter.com/9ZAbH6sVr3,,0,,0.9586700938,64278,WPTV,,9/27/17,9/27/2017 0:00,3:01:00 PM,3,9,,,,,,,9.13E+017,https://twitter.com/WPTV/status/913116418127908864,,,
@weartv @WMBBTV @WECPTV @WKRG @LOCAL15NEWS @WJHG_TV @FOX10News https:// twitter.com/tmobile/status /905298221441978369 â€¦,,0,,0.8525041749,28738,JasonBXNY0619,,9/6/17,9/6/2017 0:00,7:12:00 AM,0,0,,,,,@weartv @WMBBTV @WECPTV @WKRG @LOCAL15NEWS @WJHG_TV @FOX10News,,9.05E+017,https://twitter.com/JasonBXNY0619/status/905388141959315459,,,
"WE WIN!! @TBBuccaneers take advantage of four @ChicagoBears turnovers, win 29-7 http:// on.wtsp.com/2wz492a (Jonathan Dyer-USA TODAY Sports) pic.twitter.com/xQ0bpDQ2Om",,0,,0.3618397313,1105,10NewsWTSP,,9/17/17,9/17/2017 0:00,3:59:00 PM,3,11,,,,,@TBBuccaneers @ChicagoBears,,9.1E+017,https://twitter.com/10NewsWTSP/status/909507048194396160,,,
These are generally non lethal water spouts that target water and only occasionally land.,,0,,0.2600438075,29815,JEV1A,,9/10/17,9/10/2017 0:00,2:00:00 AM,0,1,,,,,,,9.07E+017,https://twitter.com/JEV1A/status/906759266773729280,,,
